Regio's,Perioden,Particuliere huishoudens: samenstelling|Totaal particuliere huishoudens,Particuliere huishoudens: samenstelling|Eenpersoonshuishouden,Particuliere huishoudens: samenstelling|Meerpersoonshuishouden|Totaal meerpersoonshuishoudens,Particuliere huishoudens: samenstelling|Meerpersoonshuishouden|Niet-gehuwd paar|Totaal niet-gehuwde paren,Particuliere huishoudens: samenstelling|Meerpersoonshuishouden|Gehuwd paar|Totaal gehuwde paren,Particuliere huishoudens: samenstelling|Meerpersoonshuishouden|Eenouderhuishouden|Totaal eenouderhuishoudens,Particuliere huishoudens: grootte|Meerpersoonshuishouden|2 personen,Particuliere huishoudens: grootte|Meerpersoonshuishouden|3 personen,Particuliere huishoudens: grootte|Meerpersoonshuishouden|4 personen,Particuliere huishoudens: grootte|Meerpersoonshuishouden|5 of meer personen
Aa en Hunze,2019,11152,3254,7898,1502,5783,590,4633,1333,1465,467
Aa en Hunze,2020,11160,3236,7924,1549,5765,581,4653,1324,1475,472
Aa en Hunze,2021,11170,3226,7944,1592,5742,580,4714,1289,1474,467
Aa en Hunze,2022,11257,3266,7991,1639,5731,594,4765,1278,1454,494
Aa en Hunze,2023,11327,3318,8009,1615,5751,617,4754,1321,1434,500
Aa en Hunze,2024,11410,3333,8077,1611,5799,639,4818,1347,1414,498
Aalten,2014,11204,3243,7961,1450,5914,564,4088,1390,1644,839
Aalten,2015,11155,3210,7945,1480,5867,563,4136,1368,1614,827
Aalten,2016,11235,3290,7945,1523,5814,584,4152,1387,1586,820
Aalten,2017,11302,3340,7962,1520,5826,588,4205,1349,1624,784
Aalten,2018,11327,3335,7992,1531,5806,629,4243,1364,1580,805
Aalten,2019,11399,3370,8029,1556,5793,652,4280,1385,1579,785
Aalten,2020,11513,3465,8048,1579,5786,656,4304,1388,1590,766
Aalten,2021,11535,3480,8055,1617,5749,660,4341,1348,1614,752
Aalten,2022,11612,3553,8059,1656,5715,659,4387,1326,1606,740
Aalten,2023,11685,3602,8083,1613,5729,700,4371,1357,1598,757
Aalten,2024,11740,3639,8101,1643,5723,689,4409,1347,1601,744
Almelo,2014,31392,10615,20777,3534,14724,2369,10400,4055,4536,1786
Almelo,2015,31443,10749,20694,3537,14618,2388,10390,4064,4422,1818
Almelo,2016,31695,11033,20662,3605,14441,2460,10460,4053,4353,1796
Almelo,2017,31997,11400,20597,3612,14273,2547,10408,4073,4375,1741
Almelo,2018,32232,11630,20602,3765,14106,2569,10453,4078,4351,1720
Almelo,2019,32679,11985,20694,3874,13986,2669,10634,4061,4276,1723
Almelo,2020,32714,11963,20751,3939,13923,2727,10677,4074,4275,1725
Almelo,2021,32878,12106,20772,4052,13776,2772,10784,4065,4263,1660
Almelo,2022,33063,12356,20707,4096,13644,2788,10830,3975,4259,1643
Almelo,2023,33373,12544,20829,4190,13675,2794,10851,4076,4240,1662
Almelo,2024,33795,12772,21023,4333,13649,2871,11032,4128,4204,1659
Almere,2014,81009,24777,56232,11287,34874,9620,24385,13725,13148,4974
Almere,2015,81745,25283,56462,11386,34829,9798,24645,13743,13081,4993
Almere,2016,82509,25592,56917,11363,34914,10164,25175,13724,12935,5083
Almere,2017,84009,26495,57514,11522,35220,10273,25384,14010,12932,5188
Almere,2018,85489,26935,58554,11911,35627,10499,26047,14258,12978,5271
Almere,2019,87390,27837,59553,12171,36187,10658,26592,14472,13161,5328
Almere,2020,89319,28774,60545,12382,36769,10863,27062,14787,13268,5428
Almere,2021,90426,28898,61528,12935,37019,11007,27703,14964,13383,5478
Almere,2022,92438,29848,62590,13295,37541,11193,28574,15097,13419,5500
Almere,2023,94739,31161,63578,13270,38373,11384,28993,15396,13558,5631
Almere,2024,96667,32155,64512,13271,38974,11666,29457,15753,13618,5684
Ambt Delden,2014,,,,,,,,,,
Ambt Delden,2015,,,,,,,,,,
Ambt Delden,2016,,,,,,,,,,
Ambt Delden,2017,,,,,,,,,,
Ambt Delden,2018,,,,,,,,,,
Ambt Delden,2019,,,,,,,,,,
Ambt Delden,2020,,,,,,,,,,
Ambt Delden,2021,,,,,,,,,,
Ambt Delden,2022,,,,,,,,,,
Ambt Delden,2023,,,,,,,,,,
Ambt Delden,2024,,,,,,,,,,
Angerlo,2014,,,,,,,,,,
Angerlo,2015,,,,,,,,,,
Angerlo,2016,,,,,,,,,,
Angerlo,2017,,,,,,,,,,
Angerlo,2018,,,,,,,,,,
Angerlo,2019,,,,,,,,,,
Angerlo,2020,,,,,,,,,,
Angerlo,2021,,,,,,,,,,
Angerlo,2022,,,,,,,,,,
Angerlo,2023,,,,,,,,,,
Angerlo,2024,,,,,,,,,,
Apeldoorn,2014,69017,23481,45536,7983,32516,4775,24135,8555,9245,3601
Apeldoorn,2015,69731,24019,45712,8155,32459,4838,24348,8681,9145,3538
Apeldoorn,2016,70266,24323,45943,8382,32351,4941,24548,8658,9214,3523
Apeldoorn,2017,71199,25112,46087,8553,32314,4942,24691,8567,9245,3584
Apeldoorn,2018,72139,25879,46260,8605,32319,5076,24845,8660,9179,3576
Apeldoorn,2019,72894,26307,46587,8824,32361,5163,25073,8699,9149,3666
Apeldoorn,2020,73518,26565,46953,8882,32521,5309,25447,8679,9198,3629
Apeldoorn,2021,74301,27126,47175,9176,32408,5346,25616,8791,9131,3637
Apeldoorn,2022,74995,27643,47352,9374,32374,5352,25809,8771,9103,3669
Apeldoorn,2023,75979,28403,47576,9450,32373,5479,25860,8957,9075,3684
Apeldoorn,2024,76419,28617,47802,9575,32359,5565,26136,8982,9076,3608
Arnhem,2014,74983,34897,40086,10685,23013,5800,21552,8255,7458,2821
Arnhem,2015,75856,35466,40390,10854,22962,5987,21721,8280,7564,2825
Arnhem,2016,76530,35852,40678,10979,22986,6120,21920,8228,7675,2855
Arnhem,2017,77989,37024,40965,11121,22999,6218,21995,8408,7644,2918
Arnhem,2018,78985,37824,41161,11281,22953,6354,22188,8295,7728,2950
Arnhem,2019,80150,38424,41726,11540,23020,6569,22612,8308,7802,3004
Arnhem,2020,81399,39296,42103,11735,23113,6675,22906,8326,7843,3028
Arnhem,2021,82259,39734,42525,12122,23095,6708,23204,8571,7766,2984
Arnhem,2022,83213,40346,42867,12390,23029,6794,23529,8592,7730,3016
Arnhem,2023,84273,41026,43247,12379,23238,7022,23715,8679,7785,3068
Arnhem,2024,85255,41522,43733,12452,23486,7094,24018,8855,7838,3022
Assen,2014,29762,10626,19136,3630,13061,2330,10052,3619,3943,1522
Assen,2015,29963,10909,19054,3651,12950,2351,10038,3584,3906,1526
Assen,2016,30134,11108,19026,3642,12878,2403,10106,3589,3836,1495
Assen,2017,30587,11544,19043,3680,12841,2422,10133,3554,3846,1510
Assen,2018,30662,11590,19072,3676,12825,2470,10169,3607,3793,1503
Assen,2019,31026,11815,19211,3761,12787,2564,10391,3552,3766,1502
Assen,2020,31371,12100,19271,3846,12724,2610,10565,3527,3693,1486
Assen,2021,31693,12324,19369,3997,12639,2642,10733,3475,3681,1480
Assen,2022,31905,12562,19343,4048,12570,2632,10695,3539,3648,1461
Assen,2023,32359,12942,19417,4054,12579,2683,10690,3638,3674,1415
Assen,2024,32550,13174,19376,4045,12540,2680,10717,3611,3666,1382
Avereest,2014,,,,,,,,,,
Avereest,2015,,,,,,,,,,
Avereest,2016,,,,,,,,,,
Avereest,2017,,,,,,,,,,
Avereest,2018,,,,,,,,,,
Avereest,2019,,,,,,,,,,
Avereest,2020,,,,,,,,,,
Avereest,2021,,,,,,,,,,
Avereest,2022,,,,,,,,,,
Avereest,2023,,,,,,,,,,
Avereest,2024,,,,,,,,,,
Barneveld,2014,19931,5275,14656,1347,12235,995,6324,2582,3025,2725
Barneveld,2015,20333,5480,14853,1396,12337,1031,6462,2663,3009,2719
Barneveld,2016,20687,5632,15055,1434,12499,1033,6655,2620,3062,2718
Barneveld,2017,21104,5809,15295,1515,12653,1034,6761,2677,3078,2779
Barneveld,2018,21580,5952,15628,1581,12863,1077,6979,2720,3149,2780
Barneveld,2019,21881,6119,15762,1618,12962,1086,7044,2735,3142,2841
Barneveld,2020,22392,6318,16074,1732,13127,1120,7214,2786,3208,2866
Barneveld,2021,22681,6297,16384,1858,13275,1154,7425,2830,3202,2927
Barneveld,2022,22885,6450,16435,1876,13326,1134,7348,2875,3228,2984
Barneveld,2023,23288,6616,16672,1841,13499,1247,7441,2908,3300,3023
Barneveld,2024,23693,6724,16969,1909,13666,1298,7660,2951,3313,3045
Bathmen,2014,,,,,,,,,,
Bathmen,2015,,,,,,,,,,
Bathmen,2016,,,,,,,,,,
Bathmen,2017,,,,,,,,,,
Bathmen,2018,,,,,,,,,,
Bathmen,2019,,,,,,,,,,
Bathmen,2020,,,,,,,,,,
Bathmen,2021,,,,,,,,,,
Bathmen,2022,,,,,,,,,,
Bathmen,2023,,,,,,,,,,
Bathmen,2024,,,,,,,,,,
Bemmel,2014,,,,,,,,,,
Bemmel,2015,,,,,,,,,,
Bemmel,2016,,,,,,,,,,
Bemmel,2017,,,,,,,,,,
Bemmel,2018,,,,,,,,,,
Bemmel,2019,,,,,,,,,,
Bemmel,2020,,,,,,,,,,
Bemmel,2021,,,,,,,,,,
Bemmel,2022,,,,,,,,,,
Bemmel,2023,,,,,,,,,,
Bemmel,2024,,,,,,,,,,
Berg en Dal,2014,,,,,,,,,,
Berg en Dal,2015,,,,,,,,,,
Berg en Dal,2016,15397,5210,10187,1837,7330,965,5597,1903,2021,666
Berg en Dal,2017,15494,5207,10287,1972,7283,972,5694,1912,2001,680
Berg en Dal,2018,15602,5335,10267,1980,7232,996,5725,1916,1955,671
Berg en Dal,2019,15702,5410,10292,1994,7225,1018,5759,1932,1946,655
Berg en Dal,2020,15785,5427,10358,2066,7211,1027,5819,1940,1949,650
Berg en Dal,2021,15862,5467,10395,2106,7178,1049,5881,1933,1951,630
Berg en Dal,2022,15911,5555,10356,2084,7171,1045,5876,1937,1921,622
Berg en Dal,2023,16212,5794,10418,2119,7160,1087,5890,1964,1921,643
Berg en Dal,2024,16385,5935,10450,2155,7145,1097,6027,1900,1907,616
Bergh,2014,,,,,,,,,,
Bergh,2015,,,,,,,,,,
Bergh,2016,,,,,,,,,,
Bergh,2017,,,,,,,,,,
Bergh,2018,,,,,,,,,,
Bergh,2019,,,,,,,,,,
Bergh,2020,,,,,,,,,,
Bergh,2021,,,,,,,,,,
Bergh,2022,,,,,,,,,,
Bergh,2023,,,,,,,,,,
Bergh,2024,,,,,,,,,,
Berkelland,2014,18406,5020,13386,2208,10177,935,7103,2122,2962,1199
Berkelland,2015,18541,5193,13348,2237,10100,952,7124,2157,2901,1166
Berkelland,2016,18732,5377,13355,2280,10027,986,7198,2172,2817,1168
Berkelland,2017,18665,5349,13316,2283,9985,979,7147,2194,2845,1130
Berkelland,2018,18685,5379,13306,2321,9909,1008,7220,2214,2785,1087
Berkelland,2019,18805,5564,13241,2355,9801,1011,7222,2212,2728,1079
Berkelland,2020,18830,5652,13178,2365,9717,1027,7219,2204,2702,1053
Berkelland,2021,18967,5730,13237,2484,9654,1024,7365,2109,2726,1037
Berkelland,2022,19040,5769,13271,2542,9617,1044,7407,2176,2689,999
Berkelland,2023,19140,5856,13284,2536,9605,1074,7400,2204,2651,1029
Berkelland,2024,19220,5946,13274,2529,9607,1066,7450,2219,2595,1010
Beuningen,2014,10519,2785,7734,1371,5608,713,3821,1623,1738,552
Beuningen,2015,10590,2797,7793,1414,5586,752,3921,1641,1709,522
Beuningen,2016,10704,2898,7806,1443,5553,774,3971,1656,1663,516
Beuningen,2017,10810,2962,7848,1506,5551,754,4011,1656,1694,487
Beuningen,2018,11052,3063,7989,1591,5598,767,4171,1642,1679,497
Beuningen,2019,11094,3090,8004,1614,5594,761,4157,1678,1677,492
Beuningen,2020,11209,3259,7950,1604,5558,760,4165,1636,1637,512
Beuningen,2021,11335,3321,8014,1650,5566,760,4207,1625,1683,499
Beuningen,2022,11376,3309,8067,1674,5598,764,4286,1602,1681,498
Beuningen,2023,11562,3453,8109,1679,5607,787,4286,1602,1694,527
Beuningen,2024,11681,3510,8171,1691,5656,786,4355,1605,1689,522
Borculo,2014,,,,,,,,,,
Borculo,2015,,,,,,,,,,
Borculo,2016,,,,,,,,,,
Borculo,2017,,,,,,,,,,
Borculo,2018,,,,,,,,,,
Borculo,2019,,,,,,,,,,
Borculo,2020,,,,,,,,,,
Borculo,2021,,,,,,,,,,
Borculo,2022,,,,,,,,,,
Borculo,2023,,,,,,,,,,
Borculo,2024,,,,,,,,,,
Borger-Odoorn,2014,10954,2865,8089,1308,6152,597,4576,1386,1586,541
Borger-Odoorn,2015,10987,2938,8049,1324,6092,596,4617,1330,1567,535
Borger-Odoorn,2016,10998,3016,7982,1320,6040,591,4576,1362,1516,528
Borger-Odoorn,2017,11041,3020,8021,1406,5983,602,4639,1364,1510,508
Borger-Odoorn,2018,11071,3046,8025,1439,5932,621,4667,1373,1475,510
Borger-Odoorn,2019,11123,3095,8028,1486,5883,623,4718,1344,1465,501
Borger-Odoorn,2020,11232,3140,8092,1526,5922,609,4778,1353,1456,505
Borger-Odoorn,2021,11260,3143,8117,1564,5896,625,4818,1385,1405,509
Borger-Odoorn,2022,11321,3198,8123,1582,5875,627,4831,1370,1388,534
Borger-Odoorn,2023,11462,3330,8132,1579,5868,650,4811,1380,1390,551
Borger-Odoorn,2024,11476,3357,8119,1558,5854,670,4831,1353,1368,567
Borne,2014,9104,2461,6643,1048,5030,540,3426,1158,1488,571
Borne,2015,9140,2455,6685,1073,5029,554,3441,1195,1492,557
Borne,2016,9302,2567,6735,1109,5048,548,3450,1215,1495,575
Borne,2017,9548,2668,6880,1175,5109,571,3531,1225,1553,571
Borne,2018,9637,2657,6980,1243,5132,584,3583,1228,1580,589
Borne,2019,9657,2642,7015,1254,5144,593,3625,1222,1597,571
Borne,2020,9738,2724,7014,1252,5137,605,3624,1215,1624,551
Borne,2021,9853,2716,7137,1338,5176,597,3691,1216,1656,574
Borne,2022,10037,2805,7232,1412,5190,610,3753,1228,1682,569
Borne,2023,10298,2964,7334,1395,5221,695,3815,1208,1714,597
Borne,2024,10409,3013,7396,1443,5244,687,3886,1226,1709,575
Brederwiede,2014,,,,,,,,,,
Brederwiede,2015,,,,,,,,,,
Brederwiede,2016,,,,,,,,,,
Brederwiede,2017,,,,,,,,,,
Brederwiede,2018,,,,,,,,,,
Brederwiede,2019,,,,,,,,,,
Brederwiede,2020,,,,,,,,,,
Brederwiede,2021,,,,,,,,,,
Brederwiede,2022,,,,,,,,,,
Brederwiede,2023,,,,,,,,,,
Brederwiede,2024,,,,,,,,,,
Bronckhorst,2014,15326,4059,11267,1926,8486,767,6000,1876,2411,980
Bronckhorst,2015,15313,4102,11211,2015,8359,754,6020,1858,2379,954
Bronckhorst,2016,15320,4130,11190,2060,8273,775,6061,1893,2307,929
Bronckhorst,2017,15473,4276,11197,2140,8213,769,6140,1877,2274,906
Bronckhorst,2018,15520,4338,11182,2164,8185,754,6187,1854,2244,897
Bronckhorst,2019,15531,4392,11139,2151,8159,752,6226,1804,2221,888
Bronckhorst,2020,15479,4369,11110,2199,8077,760,6232,1842,2183,853
Bronckhorst,2021,15554,4417,11137,2247,8045,774,6280,1829,2193,835
Bronckhorst,2022,15632,4509,11123,2271,8016,773,6343,1793,2153,834
Bronckhorst,2023,15695,4532,11163,2320,7999,778,6365,1790,2183,825
Bronckhorst,2024,15738,4606,11132,2290,7978,795,6430,1776,2131,795
Brummen,2014,9059,2537,6522,1034,4927,536,3616,1088,1339,479
Brummen,2015,9031,2581,6450,1030,4851,548,3589,1109,1298,454
Brummen,2016,9031,2544,6487,1051,4820,594,3642,1157,1251,437
Brummen,2017,9030,2568,6462,1076,4781,580,3637,1136,1254,435
Brummen,2018,9033,2586,6447,1092,4768,564,3656,1120,1260,411
Brummen,2019,9029,2623,6406,1080,4747,562,3672,1075,1237,422
Brummen,2020,9036,2652,6384,1102,4710,553,3633,1107,1232,412
Brummen,2021,9104,2646,6458,1139,4733,565,3698,1121,1224,415
Brummen,2022,9189,2727,6462,1138,4769,529,3746,1110,1206,400
Brummen,2023,9330,2832,6498,1166,4749,560,3762,1131,1191,414
Brummen,2024,9443,2876,6567,1204,4774,558,3839,1146,1165,417
Buren,2014,10377,2414,7963,1241,6098,586,3961,1570,1658,774
Buren,2015,10514,2519,7995,1287,6056,617,4006,1623,1604,762
Buren,2016,10584,2599,7985,1314,6002,634,4004,1622,1585,774
Buren,2017,10693,2628,8065,1362,5999,675,4086,1629,1620,730
Buren,2018,10783,2689,8094,1429,5986,647,4162,1628,1574,730
Buren,2019,10906,2730,8176,1497,5979,666,4228,1634,1577,737
Buren,2020,11053,2834,8219,1495,6021,673,4281,1636,1569,733
Buren,2021,11237,2950,8287,1533,6040,674,4317,1676,1583,711
Buren,2022,11299,2967,8332,1583,6058,654,4380,1628,1603,721
Buren,2023,11610,3142,8468,1648,6083,701,4404,1750,1594,720
Buren,2024,11750,3322,8428,1621,6078,689,4398,1724,1588,718
Coevorden,2014,15277,4516,10761,1810,7985,905,5868,1908,2176,809
Coevorden,2015,15263,4546,10717,1850,7914,898,5878,1901,2154,784
Coevorden,2016,15249,4601,10648,1862,7831,909,5879,1835,2135,799
Coevorden,2017,15322,4707,10615,1860,7788,922,5847,1841,2156,771
Coevorden,2018,15341,4714,10627,1867,7759,961,5933,1816,2113,765
Coevorden,2019,15442,4778,10664,1893,7732,1000,5989,1812,2096,767
Coevorden,2020,15501,4904,10597,1870,7678,1008,5950,1813,2057,777
Coevorden,2021,15559,4943,10616,1989,7599,989,5994,1800,2034,788
Coevorden,2022,15694,5067,10627,2015,7582,990,6003,1810,2025,789
Coevorden,2023,15787,5086,10701,2034,7615,1018,6063,1823,2011,804
Coevorden,2024,15826,5141,10685,2054,7548,1037,6111,1893,1893,788
Culemborg,2014,11596,3600,7996,1450,5641,840,3847,1552,1847,750
Culemborg,2015,11632,3644,7988,1479,5590,843,3887,1538,1829,734
Culemborg,2016,11717,3679,8038,1509,5589,885,3956,1571,1785,726
Culemborg,2017,11917,3809,8108,1564,5589,907,4026,1608,1739,735
Culemborg,2018,12100,3904,8196,1612,5590,938,4113,1605,1744,734
Culemborg,2019,12324,4058,8266,1634,5634,937,4149,1631,1730,756
Culemborg,2020,12614,4226,8388,1692,5722,925,4250,1626,1749,763
Culemborg,2021,12753,4275,8478,1747,5744,946,4333,1654,1746,745
Culemborg,2022,12887,4351,8536,1789,5779,923,4326,1690,1779,741
Culemborg,2023,13043,4406,8637,1785,5860,948,4389,1734,1773,741
Culemborg,2024,13179,4432,8747,1798,5919,978,4501,1728,1802,716
Dalfsen,2014,10922,2739,8183,1156,6506,480,4002,1373,1773,1035
Dalfsen,2015,10971,2763,8208,1173,6523,471,4051,1378,1774,1005
Dalfsen,2016,11073,2816,8257,1210,6517,493,4048,1404,1802,1003
Dalfsen,2017,11205,2902,8303,1248,6523,492,4107,1358,1853,985
Dalfsen,2018,11232,2884,8348,1272,6526,515,4094,1402,1865,987
Dalfsen,2019,11442,3005,8437,1327,6553,517,4175,1399,1874,989
Dalfsen,2020,11609,3134,8475,1310,6556,569,4293,1360,1827,995
Dalfsen,2021,11790,3231,8559,1364,6561,593,4368,1341,1859,991
Dalfsen,2022,11923,3291,8632,1380,6596,616,4411,1369,1858,994
Dalfsen,2023,12158,3413,8745,1409,6618,671,4475,1382,1889,999
Dalfsen,2024,12270,3506,8764,1417,6633,675,4492,1449,1865,958
Denekamp,2014,,,,,,,,,,
Denekamp,2015,,,,,,,,,,
Denekamp,2016,,,,,,,,,,
Denekamp,2017,,,,,,,,,,
Denekamp,2018,,,,,,,,,,
Denekamp,2019,,,,,,,,,,
Denekamp,2020,,,,,,,,,,
Denekamp,2021,,,,,,,,,,
Denekamp,2022,,,,,,,,,,
Denekamp,2023,,,,,,,,,,
Denekamp,2024,,,,,,,,,,
Deventer,2014,43906,16064,27842,6020,18500,3102,14300,5269,6113,2160
Deventer,2015,44288,16414,27874,6049,18395,3226,14404,5290,6059,2121
Deventer,2016,44658,16736,27922,6143,18269,3318,14550,5172,6072,2128
Deventer,2017,45411,17374,28037,6211,18246,3388,14668,5212,6029,2128
Deventer,2018,45754,17687,28067,6285,18133,3477,14781,5234,5893,2159
Deventer,2019,46069,17924,28145,6341,18103,3517,14831,5297,5870,2147
Deventer,2020,46648,18296,28352,6486,18118,3558,15077,5272,5867,2136
Deventer,2021,46890,18410,28480,6711,17936,3632,15191,5315,5827,2147
Deventer,2022,47328,18775,28553,6856,17891,3619,15338,5302,5793,2120
Deventer,2023,47961,19132,28829,6921,17979,3727,15372,5490,5788,2179
Deventer,2024,48508,19514,28994,6917,18051,3802,15592,5544,5723,2135
Didam,2014,,,,,,,,,,
Didam,2015,,,,,,,,,,
Didam,2016,,,,,,,,,,
Didam,2017,,,,,,,,,,
Didam,2018,,,,,,,,,,
Didam,2019,,,,,,,,,,
Didam,2020,,,,,,,,,,
Didam,2021,,,,,,,,,,
Didam,2022,,,,,,,,,,
Didam,2023,,,,,,,,,,
Didam,2024,,,,,,,,,,
Diepenheim,2014,,,,,,,,,,
Diepenheim,2015,,,,,,,,,,
Diepenheim,2016,,,,,,,,,,
Diepenheim,2017,,,,,,,,,,
Diepenheim,2018,,,,,,,,,,
Diepenheim,2019,,,,,,,,,,
Diepenheim,2020,,,,,,,,,,
Diepenheim,2021,,,,,,,,,,
Diepenheim,2022,,,,,,,,,,
Diepenheim,2023,,,,,,,,,,
Diepenheim,2024,,,,,,,,,,
Dinkelland,2014,9848,2463,7385,947,5903,490,3307,1204,1758,1116
Dinkelland,2015,9868,2477,7391,999,5848,501,3323,1227,1774,1067
Dinkelland,2016,9876,2463,7413,1058,5809,501,3340,1281,1735,1057
Dinkelland,2017,10097,2621,7476,1128,5804,495,3438,1232,1770,1036
Dinkelland,2018,10133,2569,7564,1200,5802,514,3551,1239,1756,1018
Dinkelland,2019,10250,2639,7611,1232,5828,502,3631,1245,1750,985
Dinkelland,2020,10361,2704,7657,1300,5809,501,3654,1299,1742,962
Dinkelland,2021,10445,2699,7746,1355,5823,523,3745,1291,1757,953
Dinkelland,2022,10520,2784,7736,1365,5809,513,3756,1300,1746,934
Dinkelland,2023,10628,2872,7756,1362,5829,521,3749,1339,1753,915
Dinkelland,2024,10734,2932,7802,1400,5814,541,3835,1342,1742,883
Dinxperlo,2014,,,,,,,,,,
Dinxperlo,2015,,,,,,,,,,
Dinxperlo,2016,,,,,,,,,,
Dinxperlo,2017,,,,,,,,,,
Dinxperlo,2018,,,,,,,,,,
Dinxperlo,2019,,,,,,,,,,
Dinxperlo,2020,,,,,,,,,,
Dinxperlo,2021,,,,,,,,,,
Dinxperlo,2022,,,,,,,,,,
Dinxperlo,2023,,,,,,,,,,
Dinxperlo,2024,,,,,,,,,,
Dodewaard,2014,,,,,,,,,,
Dodewaard,2015,,,,,,,,,,
Dodewaard,2016,,,,,,,,,,
Dodewaard,2017,,,,,,,,,,
Dodewaard,2018,,,,,,,,,,
Dodewaard,2019,,,,,,,,,,
Dodewaard,2020,,,,,,,,,,
Dodewaard,2021,,,,,,,,,,
Dodewaard,2022,,,,,,,,,,
Dodewaard,2023,,,,,,,,,,
Dodewaard,2024,,,,,,,,,,
Doesburg,2014,5139,1696,3443,544,2441,435,1882,655,667,239
Doesburg,2015,5161,1749,3412,551,2403,438,1888,632,671,221
Doesburg,2016,5201,1784,3417,551,2403,445,1913,638,653,213
Doesburg,2017,5207,1788,3419,559,2403,445,1924,641,642,212
Doesburg,2018,5267,1849,3418,552,2395,453,1936,651,645,186
Doesburg,2019,5235,1869,3366,544,2383,423,1929,661,580,196
Doesburg,2020,5223,1878,3345,534,2375,418,1952,627,565,201
Doesburg,2021,5250,1903,3347,567,2344,420,1964,660,527,196
Doesburg,2022,5291,1953,3338,584,2318,418,1987,649,511,191
Doesburg,2023,5342,1978,3364,581,2324,436,2016,654,509,185
Doesburg,2024,5425,2047,3378,591,2323,444,2087,631,484,176
Doetinchem,2014,24514,7941,16573,3209,11622,1665,8770,3106,3448,1249
Doetinchem,2015,24749,8160,16589,3280,11534,1686,8844,3047,3447,1251
Doetinchem,2016,24847,8256,16591,3356,11405,1752,8864,3076,3422,1229
Doetinchem,2017,25165,8549,16616,3443,11398,1701,8797,3102,3496,1221
Doetinchem,2018,25402,8742,16660,3522,11339,1717,8839,3136,3478,1207
Doetinchem,2019,25651,8921,16730,3557,11329,1758,8974,3097,3449,1210
Doetinchem,2020,25891,9077,16814,3562,11337,1819,9038,3073,3486,1217
Doetinchem,2021,26110,9226,16884,3675,11288,1826,9162,3056,3459,1207
Doetinchem,2022,26332,9427,16905,3716,11240,1844,9187,3067,3412,1239
Doetinchem,2023,26579,9558,17021,3708,11308,1901,9153,3214,3408,1246
Doetinchem,2024,26822,9683,17139,3779,11323,1927,9277,3230,3375,1257
Dronten,2014,16757,5038,11719,1756,8892,998,5894,2143,2514,1168
Dronten,2015,16906,5172,11734,1779,8861,1025,5934,2174,2487,1139
Dronten,2016,17070,5286,11784,1799,8847,1050,5975,2210,2478,1121
Dronten,2017,17112,5298,11814,1851,8840,1055,6010,2217,2469,1118
Dronten,2018,17216,5294,11922,1911,8820,1121,6165,2194,2440,1123
Dronten,2019,17340,5275,12065,2001,8836,1163,6327,2203,2404,1131
Dronten,2020,17532,5323,12209,2064,8912,1167,6355,2323,2441,1090
Dronten,2021,17842,5460,12382,2164,8963,1188,6460,2379,2445,1098
Dronten,2022,18292,5657,12635,2306,9061,1201,6688,2371,2477,1099
Dronten,2023,18767,5884,12883,2372,9165,1269,6875,2390,2502,1116
